StrainID,Coverage,Assembly,Hybrid,NcontigsLonger0bp,NcontigsLonger1000bp,NcontigsLonger5000bp,NcontigsLonger10000bp,NcontigsLonger25000bp,NcontigsLonger50000bp,TotalLengthContigAbove0,TotalLengthContigAbove1000,TotalLengthContigAbove5000,TotalLengthContigAbove10000,TotalLengthContigAbove25000,TotalLengthContigAbove50000,Ncontigs,LargestContig,TotalLength,ReferenceLength,GC,ReferenceGC,N50,NG50,N75,NG75,L50,LG50,L75,LG75,Nmisassemblies,NmisassembledContigs,MisassembledContigsLength,LocalMisassemblies,NunalignedContigs,UnalignedLength,GenomeFraction,DuplicationRatio,NsPer100kbp,NmismatchesPer100kbp,NindelsPer100kbp,LargestAlignment,TotalAlignedLength,NA50,NGA50,NA75,NGA75,LA50,LGA50,LA75,LGA75
9113,72,velvet_57,0,307,184,138,116,82,47,6768243,6725577,6622486,6462054,5877407,4558116,207,310257,6743074,6264404,66.18,66.56,78266,80550,43528,47979,28,24,58,50,45,32,2234444,58,31 + 29 part,593389,94.053,1.044,45.34,956.88,20.2,185752,5899191,47969,51369,19910,28133,43,38,93,77
9113,72,velvet_optimiser,0,358,271,210,168,95,45,6818283,6779831,6638669,6346500,5133367,3419466,297,224169,6799334,6264404,66.13,66.56,51158,53438,25330,29560,45,40,94,80,40,34,1673956,61,51 + 44 part,662102,94.263,1.039,63.18,950.69,21.41,159675,5920314,33559,40878,14654,19038,57,50,131,107
9113,72,velvet_parametrized,0,405,247,182,148,87,45,6732585,6686542,6533393,6277817,5233804,3794915,269,212497,6702107,6264404,66.24,66.56,57536,62342,26990,33185,37,34,80,69,45,35,1914028,64,52 + 37 part,636366,93.844,1.032,95.81,960.9,22.22,143160,5881488,35599,40284,16311,20449,52,46,120,102
9113,72,velvet_unknown,0,799,431,278,199,85,20,6712414,6596742,6225856,5643615,3746052,1433243,502,148867,6647920,6264404,66.26,66.56,30101,31113,15496,17729,70,64,147,130,41,35,1053610,62,107 + 49 part,671752,93.331,1.022,90.34,955.83,21.35,148853,5850818,22911,24544,9173,11586,83,75,192,164
9113,72,VRFPA04,1,232,129,76,66,56,37,6809286,6759421,6649300,6578172,6403689,5640202,172,424944,6789455,6818030,66.11,66.48,176530,176530,76969,76969,13,13,29,29,400,64,6338742,134,16 + 30 part,257144,86.488,1.108,0,589.79,21.25,77935,5936725,23970,23810,9075,8847,80,81,191,193
9113,72,W16407,1,232,125,71,61,51,33,6810521,6759175,6648935,6577807,6413111,5720540,168,455874,6789209,6829406,66.11,65.93,193896,193896,89255,86819,12,12,24,25,58,30,4786320,60,24 + 21 part,240999,87.77,1.092,0,981.85,23.31,261059,6021024,83681,83681,31320,30407,25,25,57,58
9113,72,W36662,1,228,123,70,61,51,33,6810070,6759086,6648965,6584874,6413190,5741407,167,455874,6789682,6804266,66.11,66.17,193890,193890,89255,89255,12,12,24,24,59,28,4770136,46,62 + 26 part,293949,88.696,1.076,0,950.23,19.87,261181,6043986,80724,80724,32610,32610,24,24,58,58
9113,72,W45909,1,231,126,72,62,51,32,6810132,6759581,6649341,6578213,6400021,5659399,169,455874,6789615,6803881,66.11,66.25,193890,193890,90873,86819,12,12,24,25,54,25,4360536,66,19 + 26 part,239265,89.076,1.081,0,982.65,22.26,260521,6093577,93634,93634,35161,34441,22,22,51,52
9113,72,W60856,1,227,122,69,59,48,32,6809893,6759272,6649151,6578023,6399831,5781441,165,455874,6789306,6907606,66.11,66.18,197251,193890,91789,90873,11,12,23,24,65,33,5279158,58,17 + 28 part,228938,88.159,1.077,0,993.64,21.1,261184,6120237,75829,75037,32610,30407,27,28,59,61
9113,72,X78812,1,232,126,73,63,52,32,6810267,6759267,6649146,6578018,6399826,5616648,169,455874,6789301,6371121,66.11,66.42,193890,197251,86819,91789,12,11,25,21,53,31,4979987,52,62 + 18 part,371013,93.453,1.078,0,926.18,19.1,275062,5962227,79215,85530,32610,36803,25,22,59,50
9113,72,YL84,1,233,125,72,62,51,33,6810830,6759149,6649028,6577900,6398686,5719769,168,441392,6789183,6433441,66.11,66.43,197251,197251,89255,94436,11,11,24,21,59,31,4827820,58,23 + 28 part,236185,93.589,1.088,0,968.14,20.05,260522,6047976,85558,86698,34000,38631,24,22,55,48
9114,67,12-4-4_59,1,136,83,60,52,47,37,6919978,6898743,6851588,6805244,6713839,6312562,93,496928,6906040,6431911,65.96,66.35,217572,268453,106443,109654,10,9,22,19,41,23,4630821,39,13 + 19 part,176685,93.348,1.121,0,463.32,9.51,349652,6009086,72749,84756,39195,49042,23,20,53,45
9114,67,8380,1,135,81,59,50,44,36,6920290,6898615,6852942,6797105,6681037,6360370,91,496927,6905912,6613260,65.96,66.23,217572,217572,108476,119808,10,10,22,20,49,20,4355668,41,5 + 11 part,149911,92.161,1.108,0,489.89,9.99,302046,6100251,90192,96931,45084,54845,23,21,48,44
9114,67,AES-1R,1,132,80,57,49,43,34,6919554,6898672,6851517,6800839,6684771,6312451,90,535118,6905969,6343337,65.96,66.51,270355,282347,108476,130086,9,8,20,16,39,18,4334258,30,17 + 17 part,229557,95.303,1.104,0,457.24,11.02,420933,6049446,106443,114574,43989,55282,19,17,45,37
9114,67,ATCC_27853,1,149,91,67,57,49,38,6920768,6897112,6845757,6784406,6631128,6194446,102,432177,6905382,6827737,65.96,66.11,191292,217572,99723,99723,12,11,24,24,53,23,4667320,43,12 + 19 part,240625,90.041,1.084,0,508.46,11.3,269888,6152724,87537,90841,38522,39055,25,24,53,52
9114,67,B136-33,1,135,82,60,52,46,37,6920144,6898940,6853267,6806923,6702938,6348065,92,496928,6906237,6421010,65.96,66.42,217572,268453,108476,119808,10,9,22,19,63,27,5404275,58,4 + 19 part,241294,94.148,1.103,0,977.57,20,345873,6052172,75734,84377,34006,39651,26,23,59,49
9114,67,BAMCPA07-48,1,138,81,58,51,45,36,6921793,6899097,6851942,6810757,6706768,6346708,91,496928,6906394,7021552,65.96,66.03,217572,217572,108476,106517,10,10,21,22,70,25,4929534,53,4 + 12 part,123000,87.487,1.104,0,983.32,22.97,266398,6148894,71318,71318,33365,32624,27,27,61,63
9114,67,Carb01_63,1,137,81,57,50,45,36,6920921,6898531,6848260,6807075,6715670,6353233,91,535118,6905828,7497593,65.96,65.6,209833,171149,109504,90672,10,11,22,26,71,31,5606423,52,14 + 11 part,166562,81.579,1.102,0,538.84,13,357553,6121936,79100,72885,32177,21350,26,30,60,77
9114,67,clc,0,204,111,91,82,63,43,6910408,6876247,6821232,6756734,6412435,5629759,128,350254,6888971,6264404,65.95,66.56,125301,131376,79012,91400,18,16,36,31,37,19,2601904,41,4 + 30 part,555306,95.831,1.055,9.8,474.28,11.03,253723,6008923,71132,89557,28078,38870,28,24,66,51
9114,67,Cu1510,1,139,83,60,51,44,36,6921087,6898775,6851620,6795783,6666666,6345823,93,496928,6906072,6123018,65.96,66.65,217572,269268,108476,131342,10,8,21,16,72,32,5431140,90,18 + 25 part,305807,94.827,1.137,0,936.75,28.8,305981,5808217,67762,72052,26445,39302,29,23,69,51
9114,67,DHS01,1,130,76,53,46,41,34,6920270,6898545,6852756,6811571,6727689,6444483,87,496927,6906312,7055752,65.96,65.76,282347,282347,119795,109654,9,9,18,19,18,9,3256356,3,2 + 7 part,188127,91.437,1.041,0,10.96,1.01,420939,6457305,171512,171512,69216,65149,12,12,27,28
9114,67,DK2,1,136,82,60,51,44,34,6919783,6897607,6851934,6796097,6666980,6266840,93,535117,6905877,6402658,65.96,66.27,269271,270365,108476,125036,9,8,20,17,54,20,4442464,43,18 + 16 part,261394,92.636,1.12,0,511.79,11.7,318452,5935478,84452,93336,29410,43989,21,18,53,43
9114,67,DSM_50071,1,139,84,60,52,47,37,6920779,6898888,6851699,6805355,6713950,6312564,94,496927,6906185,6317050,65.96,66.52,226880,268453,106443,119808,10,9,22,18,36,18,3924275,36,11 + 18 part,284152,96.459,1.087,0,462.91,9.95,349876,6098975,101191,112153,44066,54708,21,18,48,39
9114,67,F22031,1,135,79,55,48,43,34,6920922,6898658,6851469,6810284,6718879,6356442,89,535118,6905955,6603099,65.96,66.22,270355,270355,109654,125036,9,9,20,18,50,23,4727343,45,3 + 16 part,125897,91.514,1.122,0,461.26,9.91,349651,6048439,94276,96862,37630,45971,22,21,51,45
9114,67,F23197,1,133,81,59,52,47,37,6919784,6898902,6853229,6812044,6720639,6314177,91,496928,6906199,6535112,65.96,66.21,217572,217572,108476,110368,10,10,22,20,45,23,4651664,45,17 + 17 part,219291,92.797,1.103,0,540.78,12.6,302134,6069025,101539,103878,38522,49430,22,21,51,45
9114,67,F30658,1,133,80,58,51,46,36,6920148,6898929,6853256,6812071,6720666,6314137,90,535118,6906226,7273258,65.96,65.76,217572,209833,108476,90672,9,10,22,25,66,24,5002399,41,12 + 14 part,192736,84.405,1.094,0,559.74,14.03,357890,6144109,89132,83509,34666,28214,23,26,54,62
9114,67,F63912,1,134,80,58,50,45,35,6920329,6898734,6853061,6806717,6715312,6313999,90,535118,6906031,6641519,65.96,66.23,268453,268453,108476,109654,9,9,20,19,51,21,4769371,44,5 + 14 part,211826,93.266,1.081,0,498.43,11.22,357647,6198691,93336,99188,45882,49430,22,21,49,45
9114,67,F9670,1,137,80,57,50,45,35,6921350,6898586,6849797,6808612,6717207,6310745,90,496928,6905883,6794354,65.96,66.15,268453,268453,108476,109654,10,10,21,20,49,21,4665619,43,10 + 16 part,183391,91.487,1.081,0,504.6,15.48,302134,6220337,100239,100866,42549,43989,21,20,47,45
9114,67,F9676,1,135,80,56,49,44,35,6920540,6898652,6851463,6810278,6718873,6358915,90,496927,6905949,6368008,65.96,66.47,268453,270355,108476,131342,10,9,21,17,35,18,3750511,32,3 + 13 part,239038,95.833,1.092,0,442.17,9.8,350345,6109804,101191,106443,47202,63217,19,17,42,35
9114,67,FRD1,1,136,82,60,53,48,38,6920294,6898533,6852862,6811677,6720272,6313704,92,535116,6905830,6712339,65.96,66.09,217572,217572,106519,108476,10,10,23,22,48,24,4708660,32,12 + 11 part,135274,90.927,1.109,0,499.12,15.97,357767,6108290,84388,84756,38522,41762,24,23,53,50
9114,67,H27930,1,134,79,56,49,44,35,6920562,6898674,6852967,6811782,6720377,6357922,89,496928,6905971,6598021,65.96,66.23,268453,270355,109654,125036,10,9,21,19,55,27,5114188,36,4 + 17 part,155253,91.864,1.114,0,488.95,11.33,270347,6068506,98417,100930,37543,45884,23,21,51,46
9114,67,H47921,1,133,79,56,48,43,34,6920564,6898863,6851708,6805364,6713959,6358942,89,535116,6906160,6836415,65.96,66.07,270355,270355,108476,109654,9,9,20,19,56,26,4807034,33,15 + 15 part,276916,89.212,1.087,0,625,12.54,349873,6102317,102718,102718,35784,37513,20,20,48,47
9114,67,H5708,1,134,82,59,51,46,36,6919907,6899025,6851870,6805526,6714121,6312673,92,535118,6906322,6351710,65.96,66.5,209833,282347,108476,125036,10,8,22,18,35,17,3860134,36,5 + 15 part,339509,94.867,1.09,0,488.89,10.69,357849,6030624,104446,106452,43329,55384,20,18,46,38
9114,67,idba,0,174,136,111,96,70,48,6909320,6892803,6831905,6731266,6305520,5445995,146,350508,6900403,6264404,65.96,66.56,108984,116300,54485,69817,21,18,43,35,34,23,2728836,32,7 + 28 part,553248,96.047,1.055,0,473.94,10.85,243431,6022599,56180,70431,27251,36999,33,28,74,60
9114,67,idba_ud,0,177,123,97,82,64,48,6920265,6898095,6840273,6744588,6433442,5823511,134,350503,6906365,6264404,65.96,66.56,129765,131796,65149,77446,19,16,38,31,35,22,2742818,33,6 + 29 part,552292,96.119,1.055,0,473.87,10.83,253865,6027470,70433,73800,29355,39729,29,25,66,52
9114,67,IOMTU_133,1,137,83,61,53,46,37,6920609,6899072,6853399,6807055,6690032,6335100,93,496928,6906369,6897018,65.96,65.98,197434,197434,108476,108476,11,11,22,22,70,28,5364579,66,14 + 16 part,153348,87.568,1.118,0,997.4,20.61,299203,6044069,70405,70405,29360,29360,27,27,63,63
9114,67,LES431,1,132,80,57,50,45,36,6919738,6898856,6851701,6810516,6719111,6359017,90,496928,6906153,6550070,65.96,66.34,226880,268453,108476,119808,10,9,21,19,41,21,4572935,31,18 + 14 part,117779,92.443,1.121,0,424.27,10.65,349486,6059641,94276,104446,43936,50783,21,19,48,42
9114,67,LESB58,1,132,80,57,50,45,36,6919738,6898856,6851701,6810516,6719111,6359017,90,496928,6906153,6601757,65.96,66.3,226880,226880,108476,119808,10,10,21,19,43,23,4685445,30,18 + 13 part,114012,91.702,1.122,0,424.04,10.26,349486,6058523,94276,104446,43936,49430,21,19,48,43
9114,67,M1608,1,143,86,64,56,47,38,6921709,6898961,6853288,6806944,6653379,6298456,96,496927,6906258,6475385,65.96,65.96,171149,171512,106518,110368,11,10,24,21,81,30,5163163,51,7 + 19 part,552050,89.194,1.1,0,965.95,20.78,303876,5780487,68206,70405,20734,28721,28,25,74,61
9114,67,M18,1,135,83,60,52,46,37,6919882,6899000,6851845,6801167,6685099,6312702,93,496927,6906297,6327754,65.96,66.5,217572,226880,108476,119808,10,9,22,19,34,15,3593457,31,13 + 16 part,214530,94.807,1.115,0,441.5,9.7,348106,6004213,99371,106373,43329,55402,21,18,47,38
9114,67,M37351,1,140,83,61,53,47,38,6921750,6898960,6853287,6806943,6702489,6347566,93,496927,6906257,6897231,65.96,65.97,171512,171512,108476,108476,11,11,23,23,85,33,5507778,62,4 + 16 part,230974,88.436,1.094,0,983.27,20.56,303876,6103891,69271,69271,28432,28721,28,28,68,67
9114,67,MTB-1,1,142,88,64,56,49,40,6921401,6900356,6853399,6807055,6690021,6335082,97,496928,6906808,6580038,65.96,66.24,171149,171512,106519,109654,12,11,25,23,64,31,5216558,57,10 + 15 part,146728,92.022,1.116,0,999.31,21.5,357656,6061465,71269,72759,33380,38522,27,24,61,54
9114,67,N17-1,1,133,81,59,51,44,36,6919559,6898677,6853004,6802326,6673209,6347375,91,496928,6905974,6370730,65.96,66.41,217572,268453,108476,130086,10,9,21,18,27,16,3805143,36,18 + 14 part,287474,95.646,1.086,0,462.21,10.52,420375,6099348,120755,123181,55525,68207,16,14,37,31
9114,67,NCGM_1900,1,139,86,62,53,46,38,6920050,6898765,6848494,6792657,6663540,6342931,96,496928,6906062,6814936,65.96,65.98,209839,209839,108476,108476,11,11,23,23,80,35,6028611,52,15 + 17 part,149909,86.409,1.147,0,963.28,20.14,258840,5893252,63820,64266,26038,27206,30,29,72,69
9114,67,NCGM_1984,1,139,86,62,53,46,38,6920050,6898765,6848494,6792657,6663540,6342931,96,496928,6906062,6850954,65.96,65.96,209839,209839,108476,108476,11,11,23,23,82,35,6028611,56,15 + 17 part,149909,86.276,1.143,0,967.58,19.93,258840,5915347,63820,63820,26496,26826,30,30,72,70
9114,67,NCGM257,1,135,81,59,51,46,37,6920407,6898806,6853133,6806789,6715384,6360498,91,496928,6906103,7090694,65.96,65.91,226877,217572,106519,106428,10,11,22,23,72,30,5631051,68,9 + 15 part,246728,86.086,1.091,0,1010.17,20.92,260388,6109852,69728,68207,34666,32953,31,33,66,70
9114,67,NCTC10332,1,139,84,60,52,47,37,6920778,6898887,6851698,6805354,6713949,6312563,94,496926,6906184,6316979,65.96,66.52,226880,268453,106443,119808,10,9,22,18,36,18,3924274,36,11 + 18 part,284152,96.458,1.087,0,466.45,11.82,349876,6098974,101191,112153,44066,54708,21,18,48,39
9114,67,PA1,1,136,84,61,53,47,37,6919743,6898861,6851706,6805362,6700917,6299527,94,496928,6906158,6498072,65.96,66.35,217572,217572,106519,110368,10,10,23,20,54,22,4817661,38,15 + 16 part,133959,93.153,1.119,0,533.49,11.8,277146,6058191,85814,90944,38897,49994,24,22,53,46
9114,67,PA1R,1,139,87,64,56,47,37,6919740,6898858,6851703,6805359,6651803,6250425,97,496928,6906155,6309305,65.96,66.29,217572,268453,106519,119808,10,9,23,19,49,20,4726612,38,16 + 19 part,292945,92.469,1.134,0,533.05,11.54,277146,5840981,84746,101191,32033,49036,24,21,56,44
9114,67,PA1RG,1,136,84,61,53,47,37,6919743,6898861,6851706,6805362,6700917,6299527,94,496928,6906158,6500439,65.96,66.34,217572,217572,106519,110368,10,10,23,20,54,21,4657481,38,15 + 16 part,133959,93.115,1.119,0,526.81,11.6,277146,6058059,85814,90944,38897,49994,24,22,53,46
9114,67,PA7,1,239,114,88,75,61,49,6945945,6898650,6842276,6757005,6516099,6036025,126,350503,6907111,6588339,65.96,66.45,131741,131796,69838,77446,18,17,35,32,14,7,598491,13,35 + 63 part,5024540,24.709,1.156,0,3646.41,117.7,82653,1640976,-,,,,,,,
9114,67,PAO1,1,139,84,60,51,45,36,6920744,6898847,6851658,6795821,6679753,6312530,94,496927,6906144,6264404,65.96,66.56,226877,268453,108476,130086,10,9,21,17,38,20,4476333,33,5 + 23 part,323956,96.135,1.093,0,473.51,10.88,302133,6028131,103618,106415,39729,56180,22,19,49,39
9114,67,PAO1_Orsay,1,135,83,60,51,45,36,6919695,6898813,6851658,6795821,6679753,6312530,93,496927,6906110,6276469,65.96,66.54,226877,268453,108476,130086,10,9,21,17,38,20,4476333,35,5 + 21 part,317217,95.995,1.094,0,475.74,10.64,302133,6030827,103618,106415,39729,56180,22,19,49,39
9114,67,RP73,1,132,80,58,50,45,35,6919616,6898734,6853061,6806717,6715312,6313999,90,535118,6906031,6342034,65.96,66.46,268453,270354,108476,125036,9,8,20,17,41,18,4437024,43,6 + 15 part,275240,95.865,1.091,0,500.73,11.79,357647,6084495,99371,107310,45882,55125,22,19,48,40
9114,67,S86968,1,138,82,58,50,44,35,6920943,6898577,6848306,6797628,6681560,6309222,92,496928,6905874,6951288,65.96,66.04,268453,268453,108476,108476,10,10,21,21,73,29,5348667,41,11 + 17 part,219100,88.443,1.088,0,509.31,12.33,293326,6152377,71914,71914,35744,34666,24,24,56,57
9114,67,SCV20265,1,131,79,57,49,44,35,6919619,6898737,6853064,6806720,6715315,6357991,89,535118,6906034,6725183,65.96,66.25,268453,268453,109654,119808,9,9,20,19,52,24,4947677,33,3 + 11 part,111723,92.19,1.096,0,468.76,9.66,319551,6204778,90192,91220,47409,50869,25,24,51,48
9114,67,sga,0,874,622,389,246,64,6,6958333,6861103,6243140,5220002,2273310,402145,695,92838,6912780,6264404,66,66.56,18952,20614,10293,12396,118,102,243,200,19,19,314552,27,114 + 73 part,839412,95.825,1.012,0,471.36,10.73,92744,6043450,16262,18492,6842,9562,129,110,291,230
9114,67,sgvi,0,112,77,67,60,51,37,6929219,6914892,6889300,6845897,6692790,6142452,81,645431,6917636,6264404,65.95,66.56,199045,270374,91847,118894,11,9,24,19,44,23,4200990,37,1 + 15 part,276174,96.285,1.101,0,477.93,11.04,311301,6039082,84756,103618,34903,49137,23,20,54,42
9114,67,SJTD-1,1,135,83,60,51,45,36,6919527,6898645,6851490,6795653,6679585,6312414,93,496927,6905942,6243825,65.96,66.5,217572,268453,108476,130086,10,9,22,18,37,20,3868156,33,9 + 13 part,169113,95.891,1.125,0,466.61,9.5,337967,5992706,106153,122995,42549,65149,19,16,44,35
9114,67,soapdenovo2,0,2286,620,401,254,62,5,7070178,6802462,6215575,5169596,2157484,265194,692,54912,6855832,6264404,65.97,66.56,17109,18532,10179,12082,124,107,252,212,19,17,332856,25,64 + 60 part,830298,95.349,1.009,0,465.76,10.35,53326,5980384,14146,15511,6129,8134,146,126,325,261
9114,67,T38079,1,136,81,58,51,46,35,6920669,6898582,6849793,6808608,6717203,6261642,91,496928,6905879,6809437,65.96,66.15,268453,268453,108476,108476,10,10,21,21,48,22,4665615,43,10 + 17 part,185169,91.306,1.081,0,504.52,12.19,302134,6221275,100239,100931,42549,43989,20,19,46,44
9114,67,T52373,1,133,81,58,50,45,35,6919547,6898665,6851510,6805166,6713761,6312484,91,496927,6905962,6322459,65.96,66.51,268453,270354,106519,125036,10,9,21,17,36,18,4258390,35,12 + 16 part,165358,94.821,1.124,0,475.76,12.11,357907,5999955,90292,99953,43320,55967,20,17,47,39
9114,67,T63266,1,133,81,58,50,44,35,6919583,6898701,6851546,6805202,6700748,6343442,91,535118,6905998,6456866,65.96,66.33,268453,268453,109654,130086,9,9,20,17,42,21,4574382,33,14 + 14 part,154024,94.588,1.106,0,479.89,11.84,433395,6111238,106443,116664,42549,58163,19,17,43,36
9114,67,UCBPP-PA14,1,143,85,63,55,49,39,6922064,6898976,6853303,6806959,6702505,6307594,95,461214,6906273,6537648,65.96,66.29,171512,209839,106519,110368,12,11,24,22,70,28,5099895,60,4 + 19 part,290983,91.525,1.106,0,1000.84,21.56,306263,5988188,71230,72741,29355,33406,28,26,66,57
9114,67,USDA-ARS-USMARC-41639,1,133,81,58,50,45,36,6919778,6898896,6851741,6805397,6713992,6359129,91,496928,6906193,6364583,65.96,66.39,217572,268453,108476,130087,10,9,22,18,45,25,5247679,29,6 + 15 part,137061,94.796,1.122,0,457.39,9.94,319085,6039507,89381,104418,38885,49703,24,21,54,45
9114,67,VA-134,1,132,80,58,50,45,36,6919704,6898822,6853149,6806805,6715400,6358112,90,535118,6906119,6400418,65.96,66.42,268453,282347,109654,125036,9,8,21,18,38,19,4489497,31,13 + 16 part,244435,95.061,1.095,0,472.87,10.22,420938,6088742,101191,110299,45884,55405,20,18,46,38
9114,67,velvet_57,0,181,133,112,98,73,47,6872937,6859916,6801998,6702188,6284910,5293626,140,449054,6864585,6264404,66.04,66.56,104453,115603,55004,66344,22,19,45,37,40,27,2719231,44,9 + 21 part,561358,95.932,1.049,29.79,470.39,11.5,227928,6012721,57079,66506,26470,34049,32,27,75,60
9114,67,velvet_optimiser,0,291,233,176,152,105,46,6931552,6910257,6759398,6589635,5835847,3723278,246,153346,6919254,6264404,65.97,66.56,53760,59024,32644,37406,41,36,83,69,30,22,1297121,39,29 + 43 part,705915,96.146,1.032,139.25,473.31,13.42,134634,6037967,38431,43297,18137,25088,55,47,117,94
9114,67,velvet_parametrized,0,191,139,116,103,79,47,6879442,6863372,6810051,6716207,6321141,5117380,147,350255,6868737,6264404,66.03,66.56,94728,103735,49581,57867,23,20,48,40,40,30,3097178,36,7 + 21 part,544489,95.934,1.052,48.5,474.1,11.68,228017,6013405,55031,56279,25020,33486,38,32,83,68
9114,67,velvet_unknown,0,701,482,312,209,91,19,6825211,6754177,6293645,5538095,3603141,1259130,523,105188,6784610,6264404,66.12,66.56,26373,27578,13224,16602,83,74,171,145,23,20,696509,54,68 + 54 part,756286,94.693,1.016,70.75,466.49,12.32,96522,5935432,22066,23860,8139,11236,98,87,219,179
9114,67,VRFPA04,1,144,87,64,56,50,41,6921065,6898440,6851285,6804941,6701067,6346352,97,430707,6905737,6818030,65.95,66.48,191292,191292,106428,106428,12,12,25,25,437,56,6753133,155,15 + 8 part,92360,84.641,1.181,0,953.99,28.63,77917,5782595,19497,19810,6356,7217,95,93,238,228
9114,67,W16407,1,135,81,58,50,45,36,6920404,6898683,6849894,6803550,6712145,6357259,91,496928,6905980,6829406,65.96,65.93,268453,268453,108476,108476,10,10,21,21,50,24,4838918,38,6 + 18 part,298260,89.332,1.083,0,484.13,13.33,302134,6105785,89072,89072,38522,39195,21,21,50,48
9114,67,W36662,1,139,84,60,52,47,37,6920620,6898700,6848441,6802097,6710692,6309338,94,496927,6905997,6804266,65.96,66.17,217572,226880,106519,108476,11,10,22,21,63,26,4381299,35,11 + 16 part,156796,89.205,1.112,0,506.66,10.63,345050,6076077,71170,71935,34819,36254,24,23,58,56
9114,67,W45909,1,137,83,61,53,48,38,6920388,6898627,6852954,6806610,6715205,6313786,93,496927,6905924,6803881,65.96,66.25,209833,226880,106443,106519,11,10,23,22,44,18,3999885,41,5 + 14 part,247462,91.516,1.069,0,512.97,14.12,347608,6232150,94605,94605,45971,48299,21,21,48,46
9114,67,W60856,1,134,78,56,49,44,35,6921045,6898810,6853143,6811958,6720553,6360613,88,535118,6906107,6907606,65.96,66.18,268453,268453,109654,108476,9,9,20,21,53,23,5085902,39,1 + 8 part,55792,91.388,1.085,0,502.45,11.5,254045,6318246,98622,98622,47658,47658,23,23,49,49
9114,67,X78812,1,132,80,57,50,45,36,6919759,6898877,6851722,6810537,6719132,6359174,90,535118,6906174,6371121,65.96,66.42,217572,268453,108476,130086,10,8,21,17,32,19,4226364,30,4 + 10 part,157323,96.313,1.1,0,453.03,10.41,350502,6141925,100223,104857,43674,58971,20,18,45,37
9114,67,YL84,1,134,82,59,52,47,36,6919489,6898607,6849818,6808633,6717228,6277816,92,496928,6905904,6433441,65.96,66.43,226879,268453,108476,125035,10,9,21,18,44,18,3984792,40,6 + 10 part,116036,95.384,1.106,0,489.4,10.53,349877,6141224,92484,101191,42549,53596,21,18,47,40
9115,60,12-4-4_59,1,191,91,61,50,47,34,6979017,6940763,6868228,6796542,6753101,6211439,106,532501,6951868,6431911,66,66.35,232315,256042,103583,131805,10,9,21,18,36,24,4260009,47,23 + 15 part,524703,92.599,1.079,0,484.46,10.48,408224,5961322,105403,110501,36719,52463,19,17,46,37
9115,60,8380,1,191,92,63,53,49,33,6979144,6941385,6868285,6804262,6747352,6075136,107,532501,6952387,6613260,66,66.23,232314,232314,94556,125576,10,10,21,19,54,27,4955261,57,11 + 15 part,178968,91.652,1.118,0,504.44,9.85,341309,6067413,89376,94386,34629,38764,23,21,57,50
9115,60,AES-1R,1,192,92,62,51,48,34,6978756,6940502,6867967,6796416,6752975,6166737,107,532501,6951607,6343337,66.01,66.51,232317,299052,94556,131634,10,8,21,17,52,27,4874266,42,21 + 22 part,357985,93.892,1.107,0,481.09,10.43,341193,5963314,80299,86551,35777,47659,24,21,57,46
9115,60,ATCC_27853,1,202,101,70,57,52,35,6978705,6939908,6864556,6778044,6697107,6000288,116,532378,6951378,6827737,66,66.11,198501,198501,90539,92123,11,11,23,22,51,28,4793602,57,21 + 19 part,302083,87.352,1.115,0,525.37,10.85,340875,5971533,78119,84831,32648,34629,26,25,61,58
9115,60,B136-33,1,194,93,64,53,49,34,6979613,6941258,6868382,6796831,6739921,6128907,107,532501,6951765,6421010,66,66.42,232315,256033,95603,131634,10,9,21,18,49,23,4760085,56,15 + 19 part,400342,93.046,1.097,0,979.96,19.18,266246,5979968,86551,96582,31389,37535,25,22,61,49
9115,60,BAMCPA07-48,1,195,93,64,53,49,34,6979887,6941185,6868670,6797119,6740209,6117708,107,532501,6951692,7021552,66,66.03,232316,232316,90585,90585,10,10,21,21,59,27,4876501,51,13 + 18 part,392843,85.672,1.09,0,971.57,21.68,527339,6021626,65254,65254,32612,31589,25,25,63,64
9115,60,Carb01_63,1,191,94,64,53,50,35,6978285,6941410,6868515,6796964,6753523,6140434,108,532501,6951917,7497593,66,65.6,232315,202806,94556,73773,10,11,21,27,69,32,4857717,66,22 + 13 part,220973,80.381,1.117,0,578.32,14.02,525665,6032051,75739,69577,29011,17845,25,29,61,80
9115,60,clc,0,396,184,138,116,89,44,6957162,6887494,6795224,6649740,6181608,4494745,209,272527,6905725,6264404,65.99,66.56,69664,77273,42347,47928,27,23,59,49,37,28,2030414,43,15 + 24 part,514107,95.463,1.069,35.8,466.2,10.32,229739,5986178,47703,51020,21790,28100,43,36,96,77
9115,60,Cu1510,1,197,94,64,53,49,33,6979971,6940750,6867855,6796304,6739394,6067404,109,532501,6951855,6123018,66,66.65,202812,256036,94556,162404,10,8,21,16,53,27,5173844,91,22 + 31 part,350486,95.375,1.13,0,928.38,29.08,523409,5843666,64184,94492,29968,39095,24,18,64,46
9115,60,DHS01,1,192,92,63,52,48,32,6978873,6940091,6867215,6795664,6738754,6066538,108,532501,6952159,7055752,66,65.76,256042,232316,94556,90585,9,10,20,21,56,24,4978962,46,20 + 17 part,256955,85.334,1.112,0,526.97,11.06,341255,6025994,80299,76880,32648,31418,23,24,56,58
