StrainID,Assembly,Hybrid,Coverage,Ncontigs,LargestContig,TotalLength,ReferenceLength,GC,ReferenceGC,N50,NG50,N75,NG75,L50,LG50,L75,LG75,Nmisassemblies,NmisassembledContigs,MisassembledContigsLength,LocalMisassemblies,UnalignedLength,GenomeFraction,NmismatchesPer100kbp,NindelsPer100kbp,LargestAlignment,TotalAlignedLength,NA50,NGA50,NA75,NGA75,LA50,LGA50,LA75,LGA75
9115,LESB58,1,60,107,532501,6952052,6601757,66,66.3,256042,256042,94556,125576,9,9,20,18,44,23,4375894,42,314786,91.155,469.19,10.49,341193,6025201,94264,94386,37630,47901,20,19,50,43
9115,M1608,1,60,108,532501,6951988,6475385,66,65.96,232315,256043,80299,125576,10,9,22,18,67,30,4766915,50,689569,88.85,936.28,20.02,525470,5758850,70971,77697,21291,31683,24,21,67,53
9115,M18,1,60,107,532501,6951867,6327754,66,66.5,232314,243417,95603,140821,10,9,21,17,43,23,4491519,35,377864,94.147,465.56,9.69,341099,5963370,85089,99374,34629,44438,22,18,56,43
9115,M37351,1,60,106,532501,6951969,6897231,66,65.97,232315,232315,90365,90365,10,10,21,21,74,33,5187502,59,376402,87.839,952.04,19.34,525464,6063487,76971,76971,28955,29385,24,24,61,60
9115,MTB-1,1,60,108,532501,6951998,6580038,66,66.24,202812,232315,90539,125576,11,10,22,19,51,30,4430217,53,376178,90.649,986.15,20.39,525893,5970505,69889,86551,33873,39195,23,20,57,49
9115,N17-1,1,60,106,532501,6951715,6370730,66,66.41,256042,299052,95603,140821,9,8,20,16,41,24,4774730,52,196837,94.145,511.53,11.17,341299,6005155,93290,104859,38764,52463,21,18,49,39
9115,NCGM_1900,1,60,111,532501,6952004,6814936,66,65.98,202812,202812,94556,95604,11,11,23,22,69,32,5217587,47,438999,86.257,975.27,19.53,268565,5885106,63641,64290,23123,26035,28,27,73,68
9115,NCGM_1984,1,60,111,532501,6952004,6850954,66,65.96,202812,202812,94556,95604,11,11,23,22,69,32,5217587,47,438999,85.804,975.3,19.33,268565,5885106,63641,63641,23123,25956,28,28,73,69
9115,NCGM257,1,60,112,532501,6951711,7090694,66.01,65.91,196906,171428,90585,80299,11,12,24,25,66,33,4919343,65,398181,84.439,1004.54,20.49,262977,5992326,65254,63037,28955,25963,27,29,69,73
9115,NCTC10332,1,60,106,532501,6952153,6316979,66,66.52,256042,299052,94556,140821,9,8,20,16,39,17,4341230,40,386124,93.449,484.59,12.11,257148,5908961,80299,92789,34681,47659,24,21,57,45
9115,PA1,1,60,105,532501,6951798,6498072,66,66.35,256042,256042,94556,131805,9,9,20,17,54,27,5153552,53,236697,91.579,561.05,11.61,303175,5956461,86551,92237,34669,46008,25,22,56,48
9115,PA1R,1,60,107,532501,6951715,6309305,66,66.29,256042,299052,90585,140821,9,8,21,16,49,25,5049704,50,393780,90.972,564.18,11.36,339226,5747744,74603,91206,29747,46754,25,21,59,46
9115,PA1RG,1,60,105,532501,6951627,6500439,66,66.34,256042,256042,94556,131634,9,9,20,17,54,28,5351882,53,236697,91.543,555.29,11.44,339226,5956290,86551,91206,34669,45817,24,22,56,48
9115,PA7,1,60,136,506536,6951596,6588339,66,66.45,140459,140821,65465,73382,15,14,35,31,17,10,606700,10,5164038,24.373,3653.3,114.21,82513,1609570,0,0,0,0,0,0,0,0
9115,PAO1,1,60,104,532501,6951545,6264404,66,66.56,256042,299052,94556,140821,9,8,20,16,39,23,4825667,31,307493,96.287,462.03,9.38,413094,6038111,90585,104862,38764,55661,22,19,51,40
9115,PAO1_Orsay,1,60,104,532501,6951552,6276469,66,66.54,256042,299052,94556,140821,9,8,20,16,42,24,4900270,32,307411,96.103,465.53,8.94,413094,6039025,90585,104862,38764,55435,22,19,51,40
9115,RP73,1,60,105,532501,6951719,6342034,66,66.46,232315,243417,95603,140821,10,9,21,17,46,23,4696780,46,137476,94.712,499.68,10.89,336745,6014394,89786,99374,35158,47659,23,20,54,43
9115,S86968,1,60,107,532501,6951876,6951288,66,66.04,232306,232306,94556,94556,10,10,21,21,76,29,4992958,39,212597,87.205,513.95,12.03,341193,6069134,73521,73521,29521,29521,25,25,62,62
9115,SCV20265,1,60,109,532501,6951603,6725183,66,66.25,202806,232314,94556,124583,11,10,22,20,47,26,4388013,50,439191,90.245,509.02,10.68,525037,6076177,85422,89473,35884,39195,25,23,57,53
9115,sga,0,60,735,73238,6971767,6264404,65.99,66.56,16746,18069,9181,11188,133,113,273,220,29,28,531977,35,828469,95.952,463.05,9.33,53316,6056391,12704,14428,5286,7464,165,139,373,288
9115,sgvi,0,60,111,406253,6978586,6264404,66,66.56,140513,178648,71430,91713,15,13,32,26,41,30,3749144,40,428090,96.472,459.05,9.85,398914,6059043,68166,73155,34520,42695,28,23,63,49
9115,SJTD-1,1,60,107,532501,6952255,6243825,66,66.5,232314,243417,94556,140821,10,9,21,17,42,24,4473963,43,324803,95.811,476.78,9.46,341309,5988025,91199,104915,35884,47808,21,17,51,39
9115,T38079,1,60,108,532501,6951912,6809437,66,66.15,232305,232305,90585,95603,10,10,22,20,57,31,5370656,48,214899,89.224,536.37,12.64,341193,6081969,86551,90998,34629,35777,23,22,57,54
9115,T52373,1,60,108,532500,6952053,6322459,66,66.51,232314,243417,94556,140821,10,9,21,17,34,23,4800633,46,405541,94.307,461.05,12.04,525035,5970274,99338,110501,36220,48830,20,17,50,39
9115,T63266,1,60,107,532500,6951631,6456866,66,66.33,256042,299052,94556,131805,9,8,20,17,45,28,5081571,42,279435,92.136,500.16,12.98,341192,5955761,94556,105403,34845,46783,20,18,51,42
9115,UCBPP-PA14,1,60,109,532501,6951974,6537648,66,66.29,232315,232315,90365,125576,10,10,22,19,54,29,4737585,57,396058,91.939,973.03,20.3,525464,6016264,74603,93333,29521,35239,24,21,60,51
9115,USDA-ARS-USMARC-41639,1,60,105,532501,6951707,6364583,66,66.39,256041,299052,94556,140821,9,8,20,16,42,21,4222352,37,348660,94.454,450.98,9.12,408794,6017954,94556,107077,36800,49708,20,18,51,40
9115,VA-134,1,60,107,532501,6951668,6400418,66,66.42,202805,232315,94556,131805,11,10,22,18,39,22,4447625,44,406454,93.412,513.5,11.19,302216,5984278,86045,94386,36220,49569,24,21,54,45
9115,velvet_57,0,60,181,282911,6923849,6264404,66.01,66.56,73657,79659,42112,49371,27,23,58,47,35,28,2105014,54,651506,95.87,460.87,11.07,229757,6008100,45912,55732,20281,26804,41,35,98,77
9115,velvet_optimiser,0,60,227,229877,6974042,6264404,66.01,66.56,57534,61514,32906,39355,37,31,77,62,36,31,1846489,71,675462,96.285,470.9,12.55,193894,6050535,38818,45345,17683,24622,51,43,115,90
9115,velvet_parametrized,0,60,246,234877,6892845,6264404,66.02,66.56,55403,60350,31870,38046,39,33,79,66,35,33,1523623,64,636708,95.395,466.2,12.97,229466,5979220,38302,44885,16391,23550,51,44,116,93
9115,velvet_unknown,0,60,484,104184,6846702,6264404,66.03,66.56,31344,33652,16694,19862,69,60,145,121,23,21,606469,59,819304,95.009,463.01,13.91,104174,5951822,23807,26077,9050,12802,81,69,192,152
9115,VRFPA04,1,60,123,532501,6951948,6818030,66,66.48,165613,180992,74603,76158,14,13,29,28,397,56,5794900,149,676149,83.289,952.99,27.59,77925,5691644,18085,18688,5320,6087,104,100,263,245
9115,W16407,1,60,102,532501,6951799,6829406,66.01,65.93,256042,256042,95604,103583,9,9,20,19,53,27,5189212,47,100583,89.802,501.5,13.45,370839,6139807,93381,94556,39195,46356,22,21,49,47
9115,W36662,1,60,106,532501,6951352,6804266,66,66.17,256042,256042,95603,125576,9,9,20,19,57,24,4567785,36,329877,87.805,504.88,11,526835,5980744,92789,93378,31422,32612,21,20,56,53
9115,W45909,1,60,105,532501,6951953,6803881,66.01,66.25,256042,256042,95603,125576,9,9,20,19,45,23,4661774,49,170441,90.102,517.63,13.8,332258,6137458,98002,98002,44444,46636,21,21,48,46
9115,W60856,1,60,106,532501,6951800,6907606,66,66.18,232317,232317,95603,125576,10,10,21,20,61,32,5567823,51,169696,88.462,522.86,12.13,341309,6117460,75730,75730,36235,37301,25,25,58,57
9115,X78812,1,60,107,532501,6951897,6371121,66,66.42,256042,299052,94556,140821,9,8,20,16,45,24,4792219,47,328304,93.765,480.59,10.16,290606,5979869,86551,94328,34669,42978,23,20,57,45
9115,YL84,1,60,107,532500,6952085,6433441,66,66.43,200548,202806,103583,135081,11,10,22,19,52,30,5089340,46,168671,93.799,509.44,10.82,341039,6042160,93382,104915,35005,42590,21,18,54,43
9116,12-4-4_59,1,124,106,555121,6954463,6431911,66.01,66.35,235372,260911,103582,140834,9,8,19,16,40,24,4864638,50,307105,92.635,484.07,10.49,408008,5965603,96216,114447,38764,50986,18,15,45,37
9116,8380,1,124,105,555120,6954435,6613260,66.01,66.23,212066,235372,103582,131917,10,9,20,18,53,26,4994347,60,131061,91.678,503.67,10.09,341093,6070768,89376,97536,34669,42938,21,19,54,47
9116,AES-1R,1,124,105,555121,6954457,6343337,66.01,66.51,235372,346254,103582,156375,9,7,19,15,51,26,5009537,44,349356,93.922,470.6,10.19,340977,5966579,84165,103957,35777,47901,22,18,54,43
9116,ATCC_27853,1,124,115,532162,6954160,6827737,66.01,66.11,200552,202812,92138,94546,12,11,24,23,51,31,4679825,56,426940,87.383,523.83,10.94,340774,5974893,90999,90999,33180,34701,24,24,58,55
9116,B136-33,1,124,104,555111,6954201,6421010,66.01,66.42,235372,260911,125576,140834,9,8,19,16,55,25,5354739,54,130846,93.064,979.76,19.35,266246,5981718,96216,99951,32515,37535,24,21,58,47
9116,BAMCPA07-48,1,124,106,555120,6954415,7021552,66.01,66.03,235372,235372,103583,103583,9,9,20,20,63,29,5102442,53,354501,85.716,972.14,21.92,527123,6026562,69876,65254,32900,32612,23,24,60,62
9116,Carb01_63,1,124,105,555122,6954563,7497593,66.01,65.6,235372,212066,103582,78490,9,10,19,23,71,33,5227416,68,161229,80.408,570.56,13.65,525449,6035105,75763,69577,29011,18559,23,27,58,77
9116,clc,0,124,134,405583,6933193,6264404,66.01,66.56,133615,145980,81209,97761,15,13,31,25,39,28,3702155,48,532785,96.054,460.41,9.79,398304,6021132,71063,77046,34531,45768,29,24,63,50
9116,Cu1510,1,124,107,555119,6954512,6123018,66.01,66.65,235372,260911,103583,156375,9,8,20,15,50,26,4861836,91,551817,95.372,926.57,28.85,523193,5842846,67766,95792,31164,40246,23,17,61,43
9116,DHS01,1,124,106,555121,6954455,7055752,66.01,65.76,235372,235372,103583,103583,9,9,19,19,58,23,5046980,47,228426,85.365,526.52,11.12,341039,6029004,86240,76880,34629,32648,21,22,53,55
9116,DK2,1,124,107,555120,6954476,6402658,66.01,66.27,212066,243436,103582,140834,10,8,20,17,44,25,4768268,46,249349,92.737,499.49,10.49,526325,5944333,118161,127873,31162,46642,16,14,47,36
9116,DSM_50071,1,124,105,555120,6954653,6317050,66.01,66.52,235372,346254,103582,156375,9,7,19,15,41,17,4343900,40,338226,93.492,480.01,10.23,293432,5912496,82846,92789,34681,47659,22,19,55,44
9116,F22031,1,124,107,555121,6954362,6603099,66.01,66.22,212066,235372,103583,131899,10,9,20,18,61,30,5151565,49,322760,90.055,486.6,10.01,454412,5954553,70656,74723,29989,37630,26,24,62,54
9116,F23197,1,124,105,555120,6954459,6535112,66.01,66.21,235372,260911,124571,131908,9,8,19,17,44,23,4358078,48,380424,91.858,545.27,12.36,302216,6010374,86047,91308,35777,47808,20,18,51,43
9116,F30658,1,124,105,555122,6954470,7273258,66.01,65.76,235372,235372,103581,90316,9,9,19,21,63,32,5420978,52,139251,83.324,552.66,13.32,376184,6069313,87648,83238,31420,23036,21,23,53,62
9116,F63912,1,124,106,555124,6954395,6641519,66.01,66.23,232312,235372,103582,131822,10,9,20,18,46,23,4593787,48,356895,91.221,501.25,10.53,336529,6066515,89443,91308,35158,44603,21,19,52,46
9116,F9670,1,124,107,555121,6954429,6794354,66.01,66.15,212066,212066,95716,125576,10,10,21,19,62,34,5750771,48,161460,89.439,535.46,15.9,340977,6085031,75745,86239,34629,35777,23,22,57,54
9116,F9676,1,124,106,555122,6954471,6368008,66.01,66.47,212066,243436,103582,156375,10,8,20,16,50,30,5124938,44,278892,93.706,469.23,10.59,340977,5975978,86551,91295,34669,49569,22,19,53,42
9116,FRD1,1,124,107,555121,6954575,6712339,66.01,66.09,235372,235372,103582,131908,9,9,20,18,53,29,4876080,53,149170,89.581,526,16.58,400575,6018308,87648,90941,34652,41735,20,19,52,47
9116,H27930,1,124,106,555124,6954318,6598021,66.01,66.23,235372,243436,103583,140834,9,8,19,17,53,29,5448071,47,139492,90.827,506.51,11.51,454324,6001839,77428,86239,35777,38764,23,21,55,48
9116,H47921,1,124,105,555121,6954351,6836415,66.01,66.07,235372,260911,103582,125576,9,8,19,18,58,28,5319562,47,136751,87.825,664,14.42,291409,6011185,86240,86551,34669,37535,22,21,52,50
9116,H5708,1,124,106,555121,6954334,6351710,66.01,66.5,235372,260911,103582,156375,9,8,19,15,33,22,4861583,36,296979,94.559,491.67,9.97,526324,6014094,114566,120861,38764,52472,17,14,44,34
9116,idba,0,124,146,299058,6951704,6264404,66.01,66.56,124613,133750,57571,71931,18,15,39,32,38,26,2992709,33,575484,96.323,460.67,9.56,266252,6040745,62927,71238,31424,42324,31,26,69,55
9116,idba_ud,0,124,136,406024,6955368,6264404,66.01,66.56,133751,156375,65465,90555,16,13,34,27,42,29,3512570,34,516743,96.334,461.01,9.58,398704,6044068,72057,77046,34557,45768,28,23,63,49
9116,IOMTU_133,1,124,103,555119,6954441,6897018,66.01,65.98,346255,346255,125576,125576,8,8,17,17,71,30,5542485,63,170674,86.237,973.92,19.28,531252,5955766,76997,76997,28179,28727,22,22,60,58
9116,LES431,1,124,106,555124,6954333,6550070,66.01,66.34,235372,260911,103582,140834,9,8,19,16,41,24,4623577,43,313796,91.641,457.66,10.68,340790,6011020,94264,118649,37630,47901,18,16,48,41
9116,LESB58,1,124,106,555124,6954333,6601757,66.01,66.3,235372,260911,103582,131822,9,8,19,17,47,25,4698063,44,313796,91.186,466.64,10.47,340977,6028575,94264,109324,37630,45884,18,17,48,42
9116,M1608,1,124,106,555118,6954478,6475385,66.01,65.96,235372,260911,103583,131896,9,8,20,17,70,30,5006994,52,637878,88.881,939.55,20,525254,5762094,77712,97919,21291,32612,22,19,64,50
9116,M18,1,124,107,532285,6954571,6327754,66.01,66.5,212066,235372,98449,140834,10,9,21,17,41,25,4935901,37,367845,94.21,465.92,9.8,340883,5968065,86551,107257,34691,46008,20,17,53,41
9116,M37351,1,124,106,555119,6954482,6897231,66.01,65.97,235372,235372,103583,124566,9,9,20,19,76,33,5418344,61,324060,87.868,952.4,19.34,525248,6066764,84782,84782,28712,29521,22,22,58,56
9116,MTB-1,1,124,106,555120,6954108,6580038,66.01,66.24,232312,235372,125576,134867,10,9,20,18,52,27,4419179,55,378586,90.67,985.73,20.38,525677,5973039,89156,93333,34247,39666,21,19,53,46
9116,N17-1,1,124,105,555120,6954281,6370730,66.01,66.41,346255,392762,103582,156375,8,7,18,15,43,24,4976898,53,188636,94.182,513.31,11.43,341083,6009436,93290,109322,38764,52463,19,16,48,38
9116,NCGM_1900,1,124,107,555119,6954407,6814936,66.01,65.98,212066,235372,103583,125576,10,9,20,19,77,33,5981938,49,188290,86.284,975.72,19.66,268349,5887896,64292,65254,24932,28417,26,25,68,64
9116,NCGM_1984,1,124,107,555119,6954407,6850954,66.01,65.96,212066,235372,103583,125576,10,9,20,19,76,32,5967537,49,189708,85.831,975.75,19.46,268349,5887557,64292,65254,24932,26828,26,25,68,65
9116,NCGM257,1,124,105,555119,6954462,7090694,66.01,65.91,235372,235372,125576,103583,9,9,18,19,73,32,5589136,69,130550,84.483,1004.77,20.4,262761,5995684,71308,69830,31162,28417,26,27,64,67
9116,NCTC10332,1,124,105,555120,6954650,6316979,66.01,66.52,235372,346254,103582,156375,9,7,19,15,41,17,4343897,40,338226,93.492,480.03,12.19,293430,5912493,82846,92789,34681,47659,22,19,55,44
9116,PA1,1,124,105,555121,6954573,6498072,66.01,66.35,235372,260911,103582,140834,9,8,19,16,56,26,5148716,54,184156,91.621,561.27,11.71,303175,5960126,86239,91212,34629,46789,24,21,56,47
9116,PA1R,1,124,105,555121,6954444,6309305,66.01,66.29,235372,346254,103582,156375,9,7,19,15,50,23,4889337,47,410112,91.006,562.82,11.37,339010,5750747,74486,89156,30417,46754,24,20,59,46
9116,PA1RG,1,124,105,555121,6954573,6500439,66.01,66.34,235372,260911,103582,140834,9,8,19,16,56,27,5384088,54,184156,91.588,554.34,11.51,339010,5960126,76417,89156,34629,46789,24,21,56,47
9116,PA7,1,124,123,525684,6954677,6588339,66.01,66.45,163695,196906,80027,90555,12,11,28,25,15,9,503722,9,5153956,25.05,3709.7,115.97,89130,1654356,0,0,0,0,0,0,0,0
9116,PAO1,1,124,104,555121,6954456,6264404,66.01,66.56,235372,346255,103582,156375,9,7,19,15,41,23,4909341,33,260396,96.315,460.09,9.5,412878,6041896,100373,108069,38764,55768,21,18,49,38
9116,PAO1_Orsay,1,124,104,555121,6954456,6276469,66.01,66.54,235372,346255,103582,156375,9,7,19,15,43,25,5028356,34,257397,96.131,462.71,9.12,412878,6042604,100373,108069,38764,55429,21,18,49,38
9116,RP73,1,124,106,555127,6954398,6342034,66.01,66.46,232312,235372,103582,140834,10,9,20,17,41,21,4155606,48,361958,94.736,498.19,10.9,336529,6017103,89443,99374,35777,50052,21,18,51,41
9116,S86968,1,124,106,555121,6954406,6951288,66.01,66.04,212066,212066,103582,103582,10,10,20,20,82,32,5333662,41,161158,87.24,514.21,12.2,340977,6073378,74076,74076,29011,29011,23,23,60,60
9116,SCV20265,1,124,105,555120,6954321,6725183,66.01,66.25,235372,243436,125576,140834,9,8,18,17,52,26,5089096,50,158726,90.286,507.09,10.44,524821,6080011,86240,89204,37301,45860,24,22,55,50
9116,sga,0,124,260,165227,6959016,6264404,66,66.56,54431,56663,31759,38252,39,33,81,66,33,29,1236119,33,786064,96.275,459.26,9.42,161171,6045551,38783,45274,17559,23762,51,43,116,91
9116,sgvi,0,124,101,477959,6978267,6264404,66,66.56,208267,213012,100320,127049,13,11,25,20,43,28,4610943,40,166813,96.486,459.67,9.78,412733,6061068,82226,97801,37301,52423,24,20,54,42
9116,SJTD-1,1,124,105,555120,6954426,6243825,66.01,66.5,212066,243436,103582,156375,10,8,20,16,40,25,4802077,47,275538,95.814,462.65,9.34,341093,5990737,100606,124861,36800,49569,18,15,48,36
9116,soapdenovo2,0,124,232,251011,6932575,6264404,66.01,66.56,59794,62898,36785,44461,31,26,68,56,33,29,1946594,32,601102,96.03,460.13,9.38,192776,6023015,43779,46807,19653,25840,48,40,106,84
9116,T38079,1,124,108,555121,6954437,6809437,66.01,66.15,202812,212066,95716,103582,11,10,22,21,60,34,5485568,49,351171,89.261,535.51,12.8,340977,6086312,75745,86239,34629,35777,22,21,56,53
9116,T52373,1,124,107,555120,6954424,6322459,66.01,66.51,212066,243436,103582,156375,10,8,20,16,35,23,4795932,50,348008,94.347,461.29,12.29,524819,5974069,100606,127832,36220,49569,18,15,48,37
9116,T63266,1,124,105,555121,6954415,6456866,66.01,66.33,346254,346254,103582,156375,8,8,18,15,48,30,5616270,45,184662,92.175,500.57,13.24,340976,5959961,93382,109322,34845,46789,19,17,50,41
9116,UCBPP-PA14,1,124,108,555119,6954581,6537648,66.01,66.29,235372,260911,103583,131884,9,8,20,17,57,28,4974506,58,353093,91.967,969.76,20.31,525248,6019338,93333,97913,30429,36366,21,19,56,47
9116,USDA-ARS-USMARC-41639,1,124,102,555121,6954388,6364583,66.01,66.39,346255,392759,125576,171428,8,7,17,14,43,21,4514583,38,289997,94.493,450.56,9.1,408578,6021178,100373,116841,38764,51461,19,16,47,38
9116,VA-134,1,124,106,555120,6954537,6400418,66.01,66.42,212066,243436,103582,140834,10,8,20,17,41,22,4927605,46,171892,93.455,512.18,11.39,302216,5988109,86045,91101,36220,49859,23,20,53,44
9116,velvet_57,0,124,140,346869,6936641,6264404,66.04,66.56,124356,133526,62703,75302,18,15,39,31,42,29,3578022,49,565475,96.161,461.38,10.18,270916,6030014,62703,66525,26721,36842,33,28,75,59
9116,velvet_optimiser,0,124,169,283763,6978122,6264404,66.01,66.56,81426,95399,43734,49863,23,19,54,42,43,35,2882705,47,552438,96.509,462.99,10.19,229817,6060585,48686,59089,21405,30006,38,31,89,68
9116,velvet_parametrized,0,124,156,283838,6962062,6264404,66.03,66.56,92361,97801,48365,55529,22,19,51,40,38,29,2519339,44,548756,96.399,462.34,9.84,229809,6049017,54891,59088,22746,33176,38,32,86,67
9116,VRFPA04,1,124,111,555111,6954319,6818030,66.01,66.48,202812,212066,95716,103583,11,10,22,21,416,48,6205195,155,436814,83.331,953.85,27.65,77925,5695047,18093,18852,5486,6452,101,98,255,237
9116,W16407,1,124,104,532285,6954574,6829406,66.01,65.93,235372,346255,100373,103582,9,8,19,18,52,28,5272128,48,96528,89.849,497.56,12.34,349945,6144063,99951,99951,46356,47901,20,20,46,44
9116,W36662,1,124,102,555121,6954170,6804266,66.01,66.17,346255,346255,134971,140834,8,8,17,16,59,25,4909839,38,234315,87.838,501.83,10.99,526619,5983917,92789,93378,32465,34560,20,19,53,50
9116,W45909,1,124,106,555121,6955055,6803881,66.01,66.25,235372,327425,103582,125576,9,8,18,17,46,24,4852218,50,123082,90.136,517.71,13.91,332258,6141262,94546,95090,46642,47808,22,21,48,46
9116,W60856,1,124,106,532285,6954575,6907606,66.01,66.18,235372,235372,98449,103582,9,9,20,19,62,34,5906582,51,119488,88.504,521.86,12.12,341093,6121500,74000,74000,37301,37463,24,24,57,56
9116,X78812,1,124,105,555121,6954409,6371121,66.01,66.42,346255,392753,103583,156375,8,7,18,15,47,24,5059703,49,290515,93.811,481.28,10.31,290606,5983809,86240,91101,35777,47659,22,19,55,44
9116,YL84,1,124,107,555120,6954411,6433441,66.01,66.43,212066,235372,103582,131828,10,9,21,18,49,29,4899424,48,375607,93.836,508.99,10.87,340823,6045455,89203,93382,35158,44871,20,18,53,43
9117,12-4-4_59,1,111,102,620510,6398441,6431911,66.34,66.35,211889,206950,106415,92649,9,10,20,21,38,22,3591911,40,170481,92.997,463.26,8.76,343542,5986735,113819,113819,56091,56091,19,19,39,39
9117,8380,1,111,104,620510,6398431,6613260,66.34,66.23,171240,171240,90515,85444,10,10,22,24,43,17,3342121,44,159456,91.496,493.36,11.25,343542,6055356,95324,90415,50961,47499,20,22,44,47
9117,AES-1R,1,111,101,620510,6398410,6343337,66.34,66.51,206950,206950,92649,92649,10,10,21,21,18,15,1746587,20,195839,96.432,317.25,7.37,620510,6122981,153604,153604,73974,78298,12,12,27,26
9117,ATCC_27853,1,111,112,620501,6397933,6827737,66.34,66.11,160112,154147,92593,73974,11,12,24,28,36,26,4261141,50,194647,88.329,466.72,10.06,325427,6036000,97198,92559,52548,42689,20,22,41,48
9117,B136-33,1,111,104,620510,6398426,6421010,66.34,66.42,171240,171240,92194,92194,10,10,23,23,57,29,4602800,56,100822,93.598,991.38,21.7,301546,6016556,88437,88437,48570,48570,23,23,47,47
9117,BAMCPA07-48,1,111,106,620511,6398603,7021552,66.34,66.03,164566,160112,90515,71437,11,12,24,29,65,29,4448490,55,102005,86.833,981.21,23.27,275039,6102509,82707,71004,44755,33676,25,29,50,63
9117,Carb01_63,1,111,102,620510,6398345,7497593,66.34,65.6,211889,164566,92649,51396,9,12,21,32,61,34,4951442,54,60454,81.009,512.26,11.05,357156,6081172,92648,69501,46977,21894,18,25,43,69
9117,clc,0,111,130,392307,6390784,6264404,66.34,66.56,126937,126937,62956,71430,16,16,34,33,36,26,3164803,49,206309,95.127,474.18,11.43,319481,5965720,84698,85326,43149,46501,25,24,53,50
9117,Cu1510,1,111,105,620510,6398451,6123018,66.34,66.65,206979,211889,92194,96048,10,9,22,20,60,33,4819691,94,274157,94.806,943.15,28.06,305778,5806944,75263,78093,39119,47647,23,21,51,46
9117,DHS01,1,111,103,620510,6398310,7055752,66.34,65.76,206950,164566,92194,71437,10,12,22,28,36,22,3124184,37,98180,86.323,446.89,9.37,618327,6094655,122365,116648,58159,39182,15,17,33,43
9117,DK2,1,111,107,620510,6398452,6402658,66.34,66.27,171240,171240,85503,85503,10,10,22,22,41,21,3517139,40,266039,92.843,509.25,11.66,343303,5948042,98421,98421,49771,49771,18,18,42,42
9117,DSM_50071,1,111,105,620510,6398498,6317050,66.33,66.52,172380,172380,87813,90515,10,10,23,22,27,15,2757722,33,211638,95.959,459.59,9.72,343542,6066322,116633,116633,58894,59559,17,17,36,35
9117,F22031,1,111,101,620510,6398364,6603099,66.34,66.22,211889,206951,106415,90515,9,10,20,22,42,20,3927451,44,222259,90.986,462.36,9.95,319713,6013618,112149,106415,56091,49677,20,21,41,44
9117,F23197,1,111,102,620510,6398563,6535112,66.34,66.21,211889,206950,106415,92649,9,10,20,21,34,19,3673889,47,106685,93.189,524.89,11.69,343542,6095311,125812,123086,56985,56091,17,18,36,37
9117,F30658,1,111,100,620509,6398314,7273258,66.34,65.76,211889,164566,92649,62650,9,12,21,29,54,26,3973023,48,78180,83.854,509.47,11.54,420595,6105364,104413,90415,51738,32175,17,21,38,54
9117,F63912,1,111,103,620510,6398367,6641519,66.34,66.23,211889,206957,90515,85444,9,10,21,23,43,21,3688121,37,101328,91.632,492.1,11.5,420597,6089369,109653,106415,55864,50961,17,18,38,42
9117,F9670,1,111,103,620501,6398203,6794354,66.34,66.15,171240,164566,92649,85444,10,11,22,25,41,24,3944164,39,116128,90.039,465.5,14.32,343396,6121660,106259,98423,57492,47789,19,21,40,46
9117,F9676,1,111,103,620510,6398187,6368008,66.34,66.47,211889,211889,92649,92649,9,9,21,21,34,18,3233810,39,260804,95.123,452.88,11.13,343542,6063178,121302,121302,58128,58128,17,17,35,35
9117,FRD1,1,111,101,620510,6398289,6712339,66.34,66.09,206951,171239,106415,85515,10,11,21,24,47,28,3872893,40,78946,91.184,490.18,14.7,357310,6127231,126467,116796,54484,47789,15,16,36,41
9117,H27930,1,111,102,620510,6398188,6598021,66.34,66.23,211889,206951,106415,90515,9,10,20,22,43,25,4417223,36,168137,91.53,488.58,11.48,277153,6044758,113312,112149,56091,49905,19,20,40,43
9117,H47921,1,111,103,620510,6398338,6836415,66.34,66.07,211889,171240,92649,73974,9,11,21,25,58,28,3963084,41,106978,88.421,624.73,13.27,343542,6048246,106830,104986,50859,35916,17,19,39,47
9117,H5708,1,111,105,620510,6398292,6351710,66.34,66.5,211889,211889,92649,96048,9,9,21,20,29,16,3092698,41,245543,94.304,491.41,11.52,420555,5994596,116785,116785,56091,56997,16,16,35,34
9117,idba,0,111,141,382556,6394163,6264404,66.34,66.56,99746,100401,50315,51396,20,19,42,40,39,29,2620778,35,272356,95.235,473.71,11.52,253689,5971710,72642,73788,37024,39244,27,26,58,55
9117,idba_ud,0,111,134,557520,6398971,6264404,66.34,66.56,118835,121820,54768,57451,17,16,36,34,39,28,3125258,35,234087,95.26,472.95,11.43,319933,5972830,76924,78501,39182,42652,25,24,54,52
9117,IOMTU_133,1,111,104,620510,6398423,6897018,66.34,65.98,164566,160112,92194,73974,11,12,23,28,69,32,4768548,62,144890,87.238,994.43,20.54,299104,6021350,88287,71022,44806,31008,21,24,49,59
9117,LES431,1,111,102,620510,6398398,6550070,66.34,66.34,211889,206951,92649,90515,9,10,21,22,24,14,3052518,34,222717,92.79,417.6,9.87,343541,6084482,116710,110896,59592,58159,16,17,34,36
9117,LESB58,1,111,102,620510,6398398,6601757,66.34,66.3,211889,206951,92649,90515,9,10,21,22,27,16,3239081,33,222717,92.047,417.31,9.43,343541,6083439,116897,110896,59592,56378,16,17,34,37
